Id,Label,Properties:name,Properties:brandName,Properties:type,Properties:fdaApproved,Properties:molecularWeight,Properties:dosageForm,Properties:dosageMg,Properties:manufacturer,Properties:approvalDate,Properties:indication,Properties:contraindications,Properties:sideEffects,Properties:source,Properties:confidence
DRUG_00362,Drug,Drug_362_362,Genol,BRONCHODILATOR,False,669.78,tablet,383,GlaxoSmithKline,2000-12-19,pain relief,allergy history; liver disease,nausea; diarrhea,FDA_ORANGE_BOOK,0.967
DRUG_00363,Drug,Drug_363_363,Maxplus,STATIN,True,618.97,cream,121,Sanofi,1995-09-09,infection control,bleeding disorders; pregnancy; kidney impairment,diarrhea; dizziness; constipation,FDA_ORANGE_BOOK,0.861
DRUG_00364,Drug,Drug_364_364,Novoex,OPIOID,True,435.24,syrup,454,Merck,2007-09-28,inflammation reduction,heart failure; liver disease; bleeding disorders,dizziness; constipation; fatigue; dry mouth; drowsiness,FDA_ORANGE_BOOK,0.857
DRUG_00365,Drug,Drug_365_365,Pharmaplus,ANXIOLYTIC,True,236.7,tablet,291,Bristol Myers Squibb,2008-10-18,cardiac protection,liver disease; kidney impairment,headache; rash; constipation; insomnia,FDA_ORANGE_BOOK,0.91
DRUG_00366,Drug,Drug_366_366,GenSR,CORTICOSTEROID,True,282.64,injection,44,Pfizer,2013-08-14,cholesterol management,kidney impairment; allergy history; pregnancy,nausea; rash,FDA_ORANGE_BOOK,0.888
DRUG_00367,Drug,Drug_367_367,Medol,PROTON_PUMP_INHIBITOR,True,570.88,capsule,118,Roche,2008-05-21,inflammation reduction,heart failure,headache; fatigue; diarrhea; insomnia; nausea,FDA_ORANGE_BOOK,0.892
DRUG_00368,Drug,Drug_368_368,Proforte,ANTIDEPRESSANT,False,162.26,cream,339,Roche,2001-04-26,diabetes treatment,liver disease; allergy history; pregnancy,constipation; nausea,FDA_ORANGE_BOOK,0.916
DRUG_00369,Drug,Drug_369_369,Maxplus,BRONCHODILATOR,False,214.42,tablet,57,Novartis,2014-02-14,cholesterol management,liver disease,dry mouth; constipation; headache; fatigue,FDA_ORANGE_BOOK,0.859
DRUG_00370,Drug,Drug_370_370,Genol,ANXIOLYTIC,False,358.59,injection,92,AbbVie,1994-04-21,pain relief,pregnancy,dry mouth; fatigue; insomnia,FDA_ORANGE_BOOK,0.857
DRUG_00371,Drug,Drug_371_371,Genol,BRONCHODILATOR,False,782.24,tablet,16,Pfizer,2013-10-20,cardiac protection,bleeding disorders; allergy history; liver disease,drowsiness; headache; dizziness; rash; insomnia,FDA_ORANGE_BOOK,0.862
DRUG_00372,Drug,Drug_372_372,ProXR,OPIOID,False,263.46,tablet,390,Novartis,1992-06-24,infection control,liver disease; bleeding disorders; kidney impairment,dizziness; diarrhea; constipation,FDA_ORANGE_BOOK,0.987
DRUG_00373,Drug,Drug_373_373,Biomax,NSAID,True,276.24,syrup,230,Sanofi,1998-09-24,cholesterol management,bleeding disorders; pregnancy; kidney impairment,fatigue; drowsiness; headache; insomnia; nausea,FDA_ORANGE_BOOK,0.978
DRUG_00374,Drug,Drug_374_374,Vitaplus,NSAID,False,386.14,injection,23,Bristol Myers Squibb,1999-06-05,pain relief,bleeding disorders; allergy history,insomnia; rash; constipation,FDA_ORANGE_BOOK,0.896
DRUG_00375,Drug,Drug_375_375,GenLA,ACE_INHIBITOR,True,343.59,injection,349,Bristol Myers Squibb,2005-08-16,inflammation reduction,heart failure; liver disease,fatigue; dry mouth; rash; diarrhea; constipation,FDA_ORANGE_BOOK,0.955
DRUG_00376,Drug,Drug_376_376,Pharmaforte,BETA_BLOCKER,False,622.07,capsule,483,Merck,2018-02-02,blood pressure control,pregnancy,drowsiness; nausea,FDA_ORANGE_BOOK,0.857
DRUG_00377,Drug,Drug_377_377,Maxex,OPIOID,False,674.19,injection,279,Roche,2002-04-08,pain relief,pregnancy,rash; fatigue; diarrhea; nausea,FDA_ORANGE_BOOK,0.906
DRUG_00378,Drug,Drug_378_378,GenER,ANXIOLYTIC,True,465.78,capsule,359,Pfizer,1994-07-26,inflammation reduction,liver disease,nausea; constipation,FDA_ORANGE_BOOK,0.907
DRUG_00379,Drug,Drug_379_379,NeoXR,ACE_INHIBITOR,False,622.89,capsule,313,AbbVie,1998-02-18,infection control,kidney impairment; bleeding disorders; allergy history,rash; fatigue,FDA_ORANGE_BOOK,0.986
DRUG_00380,Drug,Drug_380_380,BioXR,CORTICOSTEROID,False,540.87,cream,102,Johnson & Johnson,2007-10-10,anxiety reduction,pregnancy; allergy history,dizziness; headache; constipation,FDA_ORANGE_BOOK,0.925
DRUG_00381,Drug,Drug_381_381,Vitaine,ANXIOLYTIC,True,244.94,capsule,9,GlaxoSmithKline,2013-07-10,depression treatment,liver disease,dizziness; nausea; constipation,FDA_ORANGE_BOOK,0.874
DRUG_00382,Drug,Drug_382_382,Vitaplus,ACE_INHIBITOR,True,637.07,tablet,192,Novartis,1993-12-27,depression treatment,kidney impairment,constipation; dry mouth; drowsiness,FDA_ORANGE_BOOK,0.903
DRUG_00383,Drug,Drug_383_383,GenLA,CORTICOSTEROID,True,598.63,capsule,29,Amgen,1992-10-12,cardiac protection,allergy history,rash; dry mouth; fatigue; dizziness,FDA_ORANGE_BOOK,0.957
DRUG_00384,Drug,Drug_384_384,Novoplus,ANXIOLYTIC,True,691.54,syrup,19,Merck,2020-07-06,anxiety reduction,heart failure; kidney impairment,drowsiness; fatigue; dizziness,FDA_ORANGE_BOOK,0.926
DRUG_00385,Drug,Drug_385_385,Maxine,CORTICOSTEROID,True,437.56,capsule,179,Johnson & Johnson,1990-01-29,inflammation reduction,allergy history; heart failure; kidney impairment,dry mouth; diarrhea,FDA_ORANGE_BOOK,0.913
DRUG_00386,Drug,Drug_386_386,MedER,ANXIOLYTIC,True,704.77,syrup,307,Sanofi,2004-10-02,cardiac protection,allergy history,headache; diarrhea; rash; dizziness; nausea,FDA_ORANGE_BOOK,0.895
DRUG_00387,Drug,Drug_387_387,Ultraex,ANTIBIOTIC,True,721.33,cream,276,Novartis,2020-10-03,pain relief,pregnancy,rash; constipation; dizziness; headache; nausea,FDA_ORANGE_BOOK,0.954
DRUG_00388,Drug,Drug_388_388,VitaER,STATIN,True,673.48,tablet,381,Novartis,1994-04-04,anxiety reduction,heart failure; bleeding disorders,dizziness; diarrhea; insomnia; headache; fatigue,FDA_ORANGE_BOOK,0.95
DRUG_00389,Drug,Drug_389_389,Bioine,ANTIBIOTIC,False,267.37,tablet,250,GlaxoSmithKline,2015-04-09,blood pressure control,pregnancy; bleeding disorders,constipation; rash; diarrhea,FDA_ORANGE_BOOK,0.957
DRUG_00390,Drug,Drug_390_390,Bioex,NSAID,True,640.43,injection,133,Amgen,1997-01-27,cardiac protection,liver disease; heart failure; kidney impairment,dry mouth; drowsiness; insomnia; constipation,FDA_ORANGE_BOOK,0.879
DRUG_00391,Drug,Drug_391_391,Bioine,ANTIDEPRESSANT,True,626.26,syrup,163,Pfizer,1991-08-25,infection control,pregnancy; heart failure,dizziness; drowsiness; rash,FDA_ORANGE_BOOK,0.91
DRUG_00392,Drug,Drug_392_392,UltraSR,ACE_INHIBITOR,True,458.41,tablet,479,Johnson & Johnson,2003-09-11,cholesterol management,heart failure; kidney impairment,insomnia; fatigue; dizziness,FDA_ORANGE_BOOK,0.942
DRUG_00393,Drug,Drug_393_393,Neomax,PROTON_PUMP_INHIBITOR,False,560.17,capsule,256,Novartis,2006-05-23,blood pressure control,allergy history; bleeding disorders; pregnancy,rash; fatigue; constipation; diarrhea; insomnia,FDA_ORANGE_BOOK,0.917
DRUG_00394,Drug,Drug_394_394,ProLA,CORTICOSTEROID,True,328.97,syrup,6,Johnson & Johnson,2016-01-10,diabetes treatment,kidney impairment,headache; drowsiness; dizziness,FDA_ORANGE_BOOK,0.933
DRUG_00395,Drug,Drug_395_395,NovoER,BRONCHODILATOR,False,684.64,capsule,440,Amgen,2020-07-06,anxiety reduction,bleeding disorders; kidney impairment; pregnancy,headache; fatigue; dizziness; nausea,FDA_ORANGE_BOOK,0.932
DRUG_00396,Drug,Drug_396_396,ProSR,DIURETIC,True,729.48,injection,308,AbbVie,2008-06-01,diabetes treatment,liver disease; pregnancy; bleeding disorders,fatigue; dry mouth; insomnia; nausea,FDA_ORANGE_BOOK,0.856
DRUG_00397,Drug,Drug_397_397,Ultraine,ANTIDEPRESSANT,False,728.62,cream,404,Novartis,1996-11-14,pain relief,heart failure; liver disease; pregnancy,nausea; rash; constipation; dry mouth,FDA_ORANGE_BOOK,0.873
DRUG_00398,Drug,Drug_398_398,Novoine,HYPNOTIC,False,538.27,tablet,323,Bristol Myers Squibb,2004-10-07,pain relief,heart failure,drowsiness; diarrhea; dry mouth; fatigue; insomnia,FDA_ORANGE_BOOK,0.91
DRUG_00399,Drug,Drug_399_399,Vitamax,HYPNOTIC,True,251.13,syrup,285,Amgen,1995-03-20,blood pressure control,heart failure; pregnancy; bleeding disorders,constipation; headache,FDA_ORANGE_BOOK,0.886
DRUG_00400,Drug,Drug_400_400,NovoLA,BETA_BLOCKER,True,470.26,capsule,45,Roche,1990-02-15,blood pressure control,kidney impairment,headache; rash; dry mouth; insomnia; fatigue,FDA_ORANGE_BOOK,0.948
DRUG_00401,Drug,Drug_401_401,GenXR,DIURETIC,False,617.38,cream,387,Amgen,2000-10-06,diabetes treatment,liver disease; bleeding disorders,fatigue; headache,FDA_ORANGE_BOOK,0.964
DRUG_00402,Drug,Drug_402_402,PharmaXR,ANTIBIOTIC,False,345.94,syrup,212,Sanofi,2009-10-26,cholesterol management,bleeding disorders,nausea; headache; dizziness; rash,FDA_ORANGE_BOOK,0.94
DRUG_00403,Drug,Drug_403_403,Neoforte,HYPNOTIC,True,444.79,capsule,248,AbbVie,1990-11-15,blood pressure control,kidney impairment,drowsiness; constipation,FDA_ORANGE_BOOK,0.926
DRUG_00404,Drug,Drug_404_404,NeoXR,BETA_BLOCKER,True,207.83,tablet,377,Bristol Myers Squibb,2012-07-23,diabetes treatment,kidney impairment; bleeding disorders; heart failure,drowsiness; headache,FDA_ORANGE_BOOK,0.86
DRUG_00405,Drug,Drug_405_405,Novoex,PROTON_PUMP_INHIBITOR,False,255.66,injection,485,Amgen,2018-10-23,infection control,liver disease,dry mouth; drowsiness; dizziness; rash; insomnia,FDA_ORANGE_BOOK,0.91
DRUG_00406,Drug,Drug_406_406,UltraLA,ACE_INHIBITOR,True,591.61,capsule,90,Roche,1996-05-08,cardiac protection,liver disease; bleeding disorders,nausea; dizziness,FDA_ORANGE_BOOK,0.871
DRUG_00407,Drug,Drug_407_407,ProSR,DIURETIC,False,152.05,injection,489,Johnson & Johnson,2005-09-07,depression treatment,heart failure; bleeding disorders,headache; rash,FDA_ORANGE_BOOK,0.898
DRUG_00408,Drug,Drug_408_408,VitaER,ANTICONVULSANT,True,314.81,syrup,480,Bristol Myers Squibb,2019-07-24,pain relief,kidney impairment; pregnancy,headache; insomnia; nausea,FDA_ORANGE_BOOK,0.876
DRUG_00409,Drug,Drug_409_409,VitaLA,OPIOID,True,409.23,cream,193,Bristol Myers Squibb,1993-10-10,inflammation reduction,kidney impairment; allergy history,dizziness; rash; fatigue; nausea; insomnia,FDA_ORANGE_BOOK,0.862
DRUG_00410,Drug,Drug_410_410,UltraER,ACE_INHIBITOR,True,452.73,injection,449,Bristol Myers Squibb,1993-03-07,depression treatment,bleeding disorders; liver disease; pregnancy,fatigue; dizziness; nausea; constipation; rash,FDA_ORANGE_BOOK,0.906
DRUG_00411,Drug,Drug_411_411,Pharmaex,HYPNOTIC,False,483.87,capsule,249,Roche,2015-07-13,pain relief,pregnancy; allergy history; kidney impairment,drowsiness; dizziness; fatigue; nausea; constipation,FDA_ORANGE_BOOK,0.888
DRUG_00412,Drug,Drug_412_412,MedXR,CORTICOSTEROID,False,361.69,cream,97,Sanofi,2013-06-23,inflammation reduction,bleeding disorders,rash; diarrhea; dry mouth,FDA_ORANGE_BOOK,0.986
DRUG_00413,Drug,Drug_413_413,Neomax,ANTIBIOTIC,True,211.41,tablet,23,Johnson & Johnson,2016-06-25,anxiety reduction,liver disease,nausea; fatigue; diarrhea; headache,FDA_ORANGE_BOOK,0.933
DRUG_00414,Drug,Drug_414_414,Maxol,STATIN,False,448.26,syrup,369,Roche,2006-05-23,infection control,heart failure; bleeding disorders,rash; dry mouth; nausea; fatigue; diarrhea,FDA_ORANGE_BOOK,0.884
DRUG_00415,Drug,Drug_415_415,Vitaplus,OPIOID,False,396.98,syrup,209,Johnson & Johnson,2016-03-04,anxiety reduction,bleeding disorders,diarrhea; drowsiness; constipation; fatigue,FDA_ORANGE_BOOK,0.895
DRUG_00416,Drug,Drug_416_416,Novomax,ANTIBIOTIC,True,269.83,injection,340,Roche,2012-01-02,blood pressure control,liver disease; pregnancy,dizziness; insomnia; fatigue; drowsiness,FDA_ORANGE_BOOK,0.978
DRUG_00417,Drug,Drug_417_417,ProSR,ANTIDEPRESSANT,True,470.06,cream,289,Sanofi,2006-01-30,diabetes treatment,bleeding disorders,constipation; nausea; dizziness,FDA_ORANGE_BOOK,0.988
DRUG_00418,Drug,Drug_418_418,NeoLA,BRONCHODILATOR,True,475.62,cream,135,Johnson & Johnson,2018-11-04,blood pressure control,heart failure; allergy history; pregnancy,rash; fatigue; dry mouth; headache; insomnia,FDA_ORANGE_BOOK,0.87
DRUG_00419,Drug,Drug_419_419,ProER,ACE_INHIBITOR,True,297.05,tablet,25,Sanofi,2013-01-09,depression treatment,pregnancy; heart failure; kidney impairment,rash; dry mouth; insomnia; drowsiness,FDA_ORANGE_BOOK,0.864
DRUG_00420,Drug,Drug_420_420,Ultraol,PROTON_PUMP_INHIBITOR,True,227.52,injection,79,Bristol Myers Squibb,1991-02-25,pain relief,heart failure; pregnancy,dizziness; dry mouth; insomnia; nausea,FDA_ORANGE_BOOK,0.907
DRUG_00421,Drug,Drug_421_421,Pharmaine,DIURETIC,True,308.46,syrup,15,GlaxoSmithKline,1999-07-23,inflammation reduction,kidney impairment,diarrhea; headache,FDA_ORANGE_BOOK,0.892
DRUG_00422,Drug,Drug_422_422,Medol,DIURETIC,True,636.79,capsule,265,AbbVie,2012-06-19,cardiac protection,heart failure,fatigue; nausea; drowsiness; dizziness,FDA_ORANGE_BOOK,0.942
DRUG_00423,Drug,Drug_423_423,Maxol,ACE_INHIBITOR,True,449.33,syrup,483,Bristol Myers Squibb,2013-09-02,depression treatment,kidney impairment,constipation; dry mouth; insomnia,FDA_ORANGE_BOOK,0.927
DRUG_00424,Drug,Drug_424_424,BioER,CORTICOSTEROID,True,668.5,cream,271,Bristol Myers Squibb,1990-03-13,inflammation reduction,liver disease,dry mouth; fatigue; drowsiness,FDA_ORANGE_BOOK,0.9
DRUG_00425,Drug,Drug_425_425,NeoXR,ANTICONVULSANT,False,507.54,syrup,195,AbbVie,1995-09-29,cholesterol management,allergy history; pregnancy,fatigue; rash,FDA_ORANGE_BOOK,0.941
DRUG_00426,Drug,Drug_426_426,Ultraine,BRONCHODILATOR,True,385.39,injection,427,Merck,2002-10-21,anxiety reduction,liver disease; pregnancy,diarrhea; dry mouth; drowsiness; fatigue,FDA_ORANGE_BOOK,0.9
DRUG_00427,Drug,Drug_427_427,Proplus,NSAID,True,585.91,syrup,411,Amgen,1993-08-09,cholesterol management,liver disease; pregnancy; bleeding disorders,dizziness; fatigue; constipation; rash; insomnia,FDA_ORANGE_BOOK,0.957
DRUG_00428,Drug,Drug_428_428,Novoex,BETA_BLOCKER,True,701.19,syrup,24,Merck,2016-09-15,cardiac protection,liver disease; allergy history,diarrhea; headache,FDA_ORANGE_BOOK,0.947
DRUG_00429,Drug,Drug_429_429,PharmaXR,PROTON_PUMP_INHIBITOR,False,150.56,cream,208,AbbVie,2022-10-20,diabetes treatment,pregnancy; liver disease; heart failure,constipation; drowsiness; diarrhea; nausea; insomnia,FDA_ORANGE_BOOK,0.976
DRUG_00430,Drug,Drug_430_430,Ultramax,ANTICONVULSANT,True,367.5,capsule,296,Novartis,2015-01-02,diabetes treatment,pregnancy; liver disease,rash; diarrhea; constipation; dry mouth,FDA_ORANGE_BOOK,0.87
DRUG_00431,Drug,Drug_431_431,NovoXR,OPIOID,True,629.66,injection,331,Pfizer,2017-02-15,diabetes treatment,heart failure; bleeding disorders; pregnancy,nausea; fatigue; dizziness; rash,FDA_ORANGE_BOOK,0.979
DRUG_00432,Drug,Drug_432_432,Genforte,BRONCHODILATOR,False,301.72,tablet,362,Pfizer,1992-05-29,cholesterol management,heart failure; kidney impairment,insomnia; rash; fatigue; diarrhea,FDA_ORANGE_BOOK,0.947
DRUG_00433,Drug,Drug_433_433,MedER,PROTON_PUMP_INHIBITOR,False,224.43,injection,10,Johnson & Johnson,1991-06-24,anxiety reduction,pregnancy; heart failure,drowsiness; constipation; dry mouth; dizziness; fatigue,FDA_ORANGE_BOOK,0.952
DRUG_00434,Drug,Drug_434_434,BioSR,NSAID,True,261.08,syrup,193,AbbVie,1997-05-27,inflammation reduction,kidney impairment,dizziness; drowsiness; insomnia; headache,FDA_ORANGE_BOOK,0.968
DRUG_00435,Drug,Drug_435_435,Medforte,DIURETIC,False,214.92,injection,22,Merck,2000-03-10,diabetes treatment,heart failure; allergy history; liver disease,fatigue; rash; diarrhea; dry mouth,FDA_ORANGE_BOOK,0.919
DRUG_00436,Drug,Drug_436_436,MedSR,BETA_BLOCKER,True,664.27,tablet,72,Pfizer,1996-03-28,depression treatment,allergy history; pregnancy,fatigue; drowsiness; diarrhea,FDA_ORANGE_BOOK,0.927
DRUG_00437,Drug,Drug_437_437,Maxine,ANTIDEPRESSANT,True,662.85,injection,454,AbbVie,2009-06-10,inflammation reduction,liver disease; kidney impairment; allergy history,rash; drowsiness; dry mouth,FDA_ORANGE_BOOK,0.859
DRUG_00438,Drug,Drug_438_438,VitaXR,BETA_BLOCKER,False,703.5,capsule,75,Bristol Myers Squibb,2008-10-24,blood pressure control,liver disease; kidney impairment,constipation; dizziness; nausea; diarrhea,FDA_ORANGE_BOOK,0.979
DRUG_00439,Drug,Drug_439_439,GenLA,BETA_BLOCKER,True,268.14,capsule,6,AbbVie,2021-06-08,inflammation reduction,bleeding disorders; kidney impairment,headache; rash; constipation; diarrhea; fatigue,FDA_ORANGE_BOOK,0.889
DRUG_00440,Drug,Drug_440_440,Medplus,HYPNOTIC,True,456.63,syrup,250,AbbVie,2010-02-24,pain relief,allergy history,diarrhea; nausea; constipation,FDA_ORANGE_BOOK,0.918
DRUG_00441,Drug,Drug_441_441,ProXR,BRONCHODILATOR,False,560.18,capsule,280,Novartis,1993-11-05,diabetes treatment,allergy history; liver disease,drowsiness; dizziness,FDA_ORANGE_BOOK,0.908
DRUG_00442,Drug,Drug_442_442,Maxmax,STATIN,False,529.32,injection,393,Amgen,2006-01-07,blood pressure control,bleeding disorders; pregnancy; liver disease,dizziness; rash; diarrhea,FDA_ORANGE_BOOK,0.934
DRUG_00443,Drug,Drug_443_443,Vitamax,NSAID,True,315.07,capsule,306,Amgen,2003-10-02,infection control,heart failure; liver disease,diarrhea; dry mouth,FDA_ORANGE_BOOK,0.971
DRUG_00444,Drug,Drug_444_444,Ultramax,NSAID,True,354.02,tablet,9,Sanofi,2012-05-25,anxiety reduction,kidney impairment; bleeding disorders,fatigue; diarrhea,FDA_ORANGE_BOOK,0.976
DRUG_00445,Drug,Drug_445_445,GenSR,ANTIBIOTIC,True,495.25,capsule,191,Amgen,1991-02-26,cardiac protection,liver disease,insomnia; nausea; dry mouth,FDA_ORANGE_BOOK,0.894
DRUG_00446,Drug,Drug_446_446,Pharmaplus,OPIOID,True,420.2,tablet,189,Bristol Myers Squibb,1992-02-25,anxiety reduction,bleeding disorders,nausea; constipation,FDA_ORANGE_BOOK,0.915
DRUG_00447,Drug,Drug_447_447,Ultraex,ANXIOLYTIC,False,417.38,capsule,225,Sanofi,2003-07-21,cholesterol management,liver disease; kidney impairment; pregnancy,nausea; dry mouth; drowsiness; insomnia; fatigue,FDA_ORANGE_BOOK,0.853
DRUG_00448,Drug,Drug_448_448,Novoine,OPIOID,True,286.1,injection,202,Pfizer,1990-12-27,blood pressure control,liver disease; kidney impairment; bleeding disorders,dizziness; dry mouth; headache,FDA_ORANGE_BOOK,0.911
DRUG_00449,Drug,Drug_449_449,GenSR,BETA_BLOCKER,False,268.5,syrup,290,Amgen,1990-11-09,depression treatment,allergy history; liver disease; bleeding disorders,rash; headache; dizziness; nausea; drowsiness,FDA_ORANGE_BOOK,0.98
DRUG_00450,Drug,Drug_450_450,Vitaine,BRONCHODILATOR,True,559.58,tablet,81,Bristol Myers Squibb,2005-10-05,anxiety reduction,liver disease; pregnancy; heart failure,constipation; fatigue; rash; insomnia; headache,FDA_ORANGE_BOOK,0.875
DRUG_00451,Drug,Drug_451_451,MedSR,ANTIBIOTIC,False,508.39,capsule,193,Novartis,2020-01-07,blood pressure control,bleeding disorders,dry mouth; rash,FDA_ORANGE_BOOK,0.904
DRUG_00452,Drug,Drug_452_452,GenSR,ANTIBIOTIC,True,577.16,syrup,55,Merck,2000-06-07,cholesterol management,allergy history; heart failure; liver disease,nausea; drowsiness; rash,FDA_ORANGE_BOOK,0.935
DRUG_00453,Drug,Drug_453_453,Bioplus,DIURETIC,False,714.24,capsule,237,Johnson & Johnson,1996-03-01,depression treatment,bleeding disorders; pregnancy,insomnia; nausea; fatigue; headache; dry mouth,FDA_ORANGE_BOOK,0.952
DRUG_00454,Drug,Drug_454_454,Novoforte,ANTIBIOTIC,False,632.74,injection,313,Novartis,2010-02-16,blood pressure control,pregnancy; kidney impairment,diarrhea; dizziness; insomnia; rash; headache,FDA_ORANGE_BOOK,0.929
DRUG_00455,Drug,Drug_455_455,Proforte,HYPNOTIC,False,667.09,cream,157,Merck,2000-08-10,pain relief,liver disease; heart failure,nausea; rash; dizziness; headache; dry mouth,FDA_ORANGE_BOOK,0.919
DRUG_00456,Drug,Drug_456_456,Pharmaol,NSAID,True,311.15,tablet,164,Bristol Myers Squibb,2013-09-12,pain relief,heart failure; pregnancy,diarrhea; insomnia; drowsiness; headache; constipation,FDA_ORANGE_BOOK,0.866
DRUG_00457,Drug,Drug_457_457,UltraSR,ANTICONVULSANT,False,532.43,injection,492,Johnson & Johnson,1995-02-01,blood pressure control,kidney impairment,dizziness; drowsiness,FDA_ORANGE_BOOK,0.913
DRUG_00458,Drug,Drug_458_458,MaxER,ANTICONVULSANT,False,474.26,syrup,190,Merck,1999-11-29,pain relief,allergy history; pregnancy,dry mouth; dizziness; diarrhea; drowsiness; insomnia,FDA_ORANGE_BOOK,0.86
DRUG_00459,Drug,Drug_459_459,Promax,DIURETIC,False,780.73,cream,360,Roche,2004-12-02,pain relief,heart failure; kidney impairment; pregnancy,drowsiness; constipation; dry mouth,FDA_ORANGE_BOOK,0.912
DRUG_00460,Drug,Drug_460_460,Bioplus,HYPNOTIC,True,573.65,cream,57,Sanofi,2012-04-14,diabetes treatment,bleeding disorders,rash; dizziness,FDA_ORANGE_BOOK,0.943
DRUG_00461,Drug,Drug_461_461,Maxex,ACE_INHIBITOR,True,755.56,cream,203,AbbVie,2016-07-02,cardiac protection,liver disease,headache; diarrhea,FDA_ORANGE_BOOK,0.866
DRUG_00462,Drug,Drug_462_462,Proex,HYPNOTIC,True,587.12,syrup,235,GlaxoSmithKline,2022-06-17,cholesterol management,liver disease; kidney impairment,dry mouth; constipation; diarrhea; dizziness,FDA_ORANGE_BOOK,0.97
DRUG_00463,Drug,Drug_463_463,Genmax,STATIN,True,591.54,capsule,148,Roche,1991-08-22,pain relief,pregnancy; liver disease,rash; drowsiness; dizziness,FDA_ORANGE_BOOK,0.982
DRUG_00464,Drug,Drug_464_464,VitaLA,PROTON_PUMP_INHIBITOR,False,761.92,capsule,17,GlaxoSmithKline,1999-06-22,diabetes treatment,allergy history,rash; nausea; dizziness,FDA_ORANGE_BOOK,0.873
DRUG_00465,Drug,Drug_465_465,Medex,ANTIBIOTIC,False,477.85,syrup,398,Pfizer,1994-08-03,pain relief,kidney impairment; bleeding disorders,drowsiness; dizziness; headache; dry mouth; fatigue,FDA_ORANGE_BOOK,0.889
DRUG_00466,Drug,Drug_466_466,UltraER,STATIN,True,513.44,cream,141,GlaxoSmithKline,2022-09-24,depression treatment,kidney impairment,dizziness; insomnia; diarrhea; constipation,FDA_ORANGE_BOOK,0.883
DRUG_00467,Drug,Drug_467_467,Bioforte,ANTICONVULSANT,False,569.81,capsule,258,Sanofi,2020-03-13,cholesterol management,allergy history; bleeding disorders,insomnia; dizziness; drowsiness; nausea,FDA_ORANGE_BOOK,0.988
DRUG_00468,Drug,Drug_468_468,Neoex,ANTIBIOTIC,False,635.73,cream,95,Amgen,1991-06-20,inflammation reduction,pregnancy; liver disease,constipation; diarrhea; dizziness; drowsiness,FDA_ORANGE_BOOK,0.926
DRUG_00469,Drug,Drug_469_469,Maxmax,ANXIOLYTIC,True,165.1,cream,463,Amgen,2020-11-27,cholesterol management,pregnancy; allergy history,diarrhea; rash; drowsiness; dizziness; fatigue,FDA_ORANGE_BOOK,0.904
DRUG_00470,Drug,Drug_470_470,UltraXR,STATIN,True,350.59,capsule,310,Roche,2008-04-17,cardiac protection,allergy history; bleeding disorders,drowsiness; dry mouth; dizziness; constipation,FDA_ORANGE_BOOK,0.908
DRUG_00471,Drug,Drug_471_471,PharmaXR,ANTIBIOTIC,True,605.4,syrup,153,AbbVie,1991-12-29,pain relief,bleeding disorders,dry mouth; rash; diarrhea; constipation,FDA_ORANGE_BOOK,0.875
DRUG_00472,Drug,Drug_472_472,Pharmaine,BRONCHODILATOR,False,323.08,tablet,329,GlaxoSmithKline,2013-01-10,blood pressure control,pregnancy,dry mouth; rash,FDA_ORANGE_BOOK,0.907
DRUG_00473,Drug,Drug_473_473,NovoLA,DIURETIC,False,471.38,syrup,450,Novartis,2010-07-14,anxiety reduction,liver disease; kidney impairment; pregnancy,insomnia; drowsiness; constipation; diarrhea,FDA_ORANGE_BOOK,0.869
DRUG_00474,Drug,Drug_474_474,Biool,ANTICONVULSANT,True,557.97,cream,125,Amgen,2005-10-03,diabetes treatment,pregnancy,fatigue; diarrhea; dry mouth,FDA_ORANGE_BOOK,0.908
DRUG_00475,Drug,Drug_475_475,Proforte,HYPNOTIC,False,758.15,injection,261,AbbVie,2005-01-12,diabetes treatment,liver disease; pregnancy; heart failure,dry mouth; insomnia; fatigue; headache,FDA_ORANGE_BOOK,0.934
DRUG_00476,Drug,Drug_476_476,ProER,PROTON_PUMP_INHIBITOR,False,358.38,tablet,143,Pfizer,2011-07-13,cholesterol management,allergy history; heart failure; pregnancy,constipation; diarrhea,FDA_ORANGE_BOOK,0.912
DRUG_00477,Drug,Drug_477_477,MaxXR,ANTICONVULSANT,False,421.78,tablet,328,Amgen,2017-09-22,cholesterol management,heart failure,rash; dry mouth; drowsiness,FDA_ORANGE_BOOK,0.918
DRUG_00478,Drug,Drug_478_478,PharmaLA,DIURETIC,False,425.56,cream,146,Amgen,2016-06-13,infection control,kidney impairment; bleeding disorders; allergy history,nausea; dizziness; drowsiness; headache,FDA_ORANGE_BOOK,0.913
DRUG_00479,Drug,Drug_479_479,GenER,ANTIBIOTIC,True,605.67,capsule,67,Roche,2007-08-21,infection control,pregnancy; allergy history; kidney impairment,nausea; constipation; dizziness; headache,FDA_ORANGE_BOOK,0.979
DRUG_00480,Drug,Drug_480_480,Neoine,ANTICONVULSANT,True,629.24,cream,61,GlaxoSmithKline,2017-12-01,pain relief,allergy history,dizziness; fatigue,FDA_ORANGE_BOOK,0.879
DRUG_00481,Drug,Drug_481_481,Novomax,CORTICOSTEROID,True,291.63,injection,202,Novartis,2008-09-26,cholesterol management,liver disease; kidney impairment,insomnia; diarrhea; fatigue; headache; constipation,FDA_ORANGE_BOOK,0.852
