Id,Label,Properties:type_string,Properties:code_string,Properties:icao_string,Properties:desc_string,Properties:region_string,Properties:runways_int,Properties:longest_int,Properties:elev_int,Properties:country_string,Properties:city_string,Properties:lat_double,Properties:lon_double
2880,airport,airport,LKH,WBGL,Long Akah Airport,MY-13,1.0,2231.0,289.0,MY,Long Akah,3.29999995231628,114.782997131348
2881,airport,airport,MUR,WBGM,Marudi Airport,MY-13,1.0,3274.0,103.0,MY,Marudi,4.17897987365723,114.329002380371
2882,airport,airport,SBW,WBGS,Sibu Airport,MY-13,1.0,9036.0,122.0,MY,Sibu,2.26160001754761,111.985000610352
2883,airport,airport,TGC,WBGT,Tanjung Manis Airport,MY-13,1.0,4912.0,15.0,MY,Tanjung Manis,2.17783999443054,111.202003479004
2884,airport,airport,LWY,WBGW,Lawas Airport,MY-13,1.0,2251.0,5.0,MY,Lawas,4.84917020797729,115.407997131348
2885,airport,airport,BBN,WBGZ,Bario Airport,MY-13,1.0,2198.0,3350.0,MY,Bario,3.73389005661011,115.478996276855
2886,airport,airport,LDU,WBKD,Lahad Datu Airport,MY-12,1.0,4498.0,45.0,MY,Lahad Datu,5.03224992752075,118.323997497559
2887,airport,airport,LBU,WBKL,Labuan Airport,MY-15,1.0,7546.0,101.0,MY,Labuan,5.30068016052246,115.25
2888,airport,airport,SDK,WBKS,Sandakan Airport,MY-12,1.0,7000.0,46.0,MY,Sandakan,5.90089988708496,118.05899810791
2889,airport,airport,KUD,WBKT,Kudat Airport,MY-12,1.0,2395.0,10.0,MY,Kudat,6.9225001335144,116.835998535156
2890,airport,airport,TWU,WBKW,Tawau Airport,MY-12,1.0,8800.0,57.0,MY,Tawau,4.32015991210938,118.127998352051
2891,airport,airport,MZV,WBMU,Mulu Airport,MY-13,1.0,4921.0,80.0,MY,Mulu,4.04832983016968,114.805000305176
2892,airport,airport,TKG,WICT,Radin Inten II (Branti) Airport,ID-LA,1.0,6070.0,282.0,ID,Bandar Lampung-Sumatra Island,-5.240556,105.175556
2893,airport,airport,BTH,WIDD,Hang Nadim International Airport,ID-RI,1.0,13270.0,126.0,ID,Batam Island,1.12102997303,104.119003296
2894,airport,airport,TNJ,WIDN,Raja Haji Fisabilillah International Airport,ID-RI,1.0,7380.0,52.0,ID,Tanjung Pinang-Bintan Island,0.922683000565,104.531997681
2895,airport,airport,KHG,ZWSH,Kashgar Airport,CN-65,1.0,10499.0,4529.0,CN,Kashgar,39.5429000854,76.0199966431
2896,airport,airport,TJQ,WIOD,Buluh Tumbang (H A S Hanandjoeddin) Airport,ID-BB,1.0,6065.0,164.0,ID,Tanjung Pandan-Belitung Island,-2.74571990967,107.754997253
2897,airport,airport,PNK,WIOO,Supadio Airport,ID-KB,1.0,7380.0,10.0,ID,Pontianak-Borneo Island,-0.150710999965668,109.403999328613
2898,airport,airport,DJB,WIPA,Sultan Thaha Airport,ID-JA,1.0,6562.0,82.0,ID,Jambi-Sumatra Island,-1.63802003860474,103.643997192383
2899,airport,airport,PGK,WIPK,Pangkal Pinang (Depati Amir) Airport,ID-BB,1.0,6550.0,109.0,ID,Pangkal Pinang-Palaubangka Island,-2.16219997406,106.138999939
2900,airport,airport,BKS,WIPL,Padang Kemiling (Fatmawati Soekarno) Airport,ID-BE,1.0,7345.0,50.0,ID,Bengkulu-Sumatra Island,-3.8636999130249,102.338996887207
2901,airport,airport,PDG,WIPT,Minangkabau Airport,ID-SB,1.0,9020.0,18.0,ID,Ketaping/Padang-Sumatra Island,-0.786916971206665,100.28099822998
2902,airport,airport,BTJ,WITT,Sultan Iskandar Muda International Airport,ID-AC,1.0,9843.0,65.0,ID,Banda Aceh,5.52287202401,95.4206371307
2903,airport,airport,AOR,WMKA,Sultan Abdul Halim Airport,MY-02,1.0,9005.0,15.0,MY,Alor Satar,6.18967008590698,100.398002624512
2904,airport,airport,KTE,WMKE,Kerteh Airport,MY-11,1.0,4446.0,18.0,MY,Kerteh,4.5372200012207,103.427001953125
2905,airport,airport,JHB,WMKJ,Senai International Airport,MY-01,1.0,12467.0,135.0,MY,Senai,1.64130997657776,103.669998168945
2906,airport,airport,AUU,YAUR,Aurukun Airport,AU-QLD,1.0,4140.0,31.0,AU,Aurukun Mission,-13.3538999557,141.720993042
2907,airport,airport,ABM,YBAM,Bamaga Injinoo Airport,AU-QLD,1.0,5462.0,34.0,AU,Bamaga,-10.9507999420166,142.458999633789
2908,airport,airport,BQL,YBOU,Boulia Airport,AU-QLD,1.0,4180.0,542.0,AU,Boulia,-22.9132995605469,139.899993896484
2909,airport,airport,WEI,YBWP,Weipa Airport,AU-QLD,1.0,5397.0,63.0,AU,Weipa,-12.6786003113,141.925003052
2910,airport,airport,CPD,YCBP,Coober Pedy Airport,AU-SA,2.0,4685.0,740.0,AU,Coober Pedy,-29.0400009155273,134.720993041992
2911,airport,airport,CED,YCDU,Ceduna Airport,AU-SA,2.0,5709.0,77.0,AU,Ceduna,-32.1305999755859,133.710006713867
2912,airport,airport,CUQ,YCOE,Coen Airport,AU-QLD,1.0,4107.0,532.0,AU,Coen,-13.7608003616333,143.113998413086
2913,airport,airport,DMD,YDMG,Doomadgee Airport,AU-QLD,1.0,5433.0,153.0,AU,Doomadgee,-17.940299987793,138.822006225586
2914,airport,airport,FLS,YFLI,Flinders Island Airport,AU-TAS,2.0,5643.0,10.0,AU,Flinders Island,-40.0917015076,147.992996216
2915,airport,airport,GFN,YGFN,Grafton Airport,AU-NSW,1.0,5607.0,110.0,AU,Grafton,-29.7593994140625,153.029998779297
2916,airport,airport,GTE,YGTE,Groote Eylandt Airport,AU-NT,1.0,6237.0,53.0,AU,Groote Eylandt,-13.9750003815,136.460006714
2917,airport,airport,HID,YHID,Horn Island Airport,AU-QLD,2.0,4557.0,43.0,AU,Horn Island,-10.586400032,142.289993286
2918,airport,airport,JCK,YJLC,Julia Creek Airport,AU-QLD,1.0,4600.0,404.0,AU,Julia Creek,-20.6683006286621,141.723007202148
2919,airport,airport,KWM,YKOW,Kowanyama Airport,AU-QLD,1.0,4528.0,35.0,AU,Kowanyama,-15.4856004714966,141.751007080078
2920,airport,airport,KGC,YKSC,Kingscote Airport,AU-SA,3.0,4600.0,24.0,AU,Kingscote,-35.7139015197754,137.52099609375
2921,airport,airport,IRG,YLHR,Lockhart River Airport,AU-QLD,1.0,4919.0,77.0,AU,Lockhart River,-12.7868995666504,143.304992675781
2922,airport,airport,MNG,YMGD,Maningrida Airport,AU-NT,1.0,5020.0,123.0,AU,Maningrida,-12.0560998917,134.23399353
2923,airport,airport,MCV,YMHU,McArthur River Mine Airport,AU-NT,1.0,4931.0,131.0,AU,McArthur River Mine,-16.4424991608,136.083999634
2924,airport,airport,NTN,YNTN,Normanton Airport,AU-QLD,1.0,5499.0,73.0,AU,Normanton,-17.6835994720459,141.070007324219
2925,airport,airport,OLP,YOLD,Olympic Dam Airport,AU-SA,1.0,5220.0,343.0,AU,Olympic Dam,-30.4850006104,136.876998901
2926,airport,airport,PUG,YPAG,Port Augusta Airport,AU-SA,1.0,5413.0,56.0,AU,Port Augusta,-32.5069007873535,137.716995239258
2927,airport,airport,CCK,YPCC,Cocos (Keeling) Islands Airport,CC-U-A,1.0,7999.0,10.0,CC,Cocos (Keeling) Islands,-12.1883001328,96.8339004517
2928,airport,airport,GOV,YPGV,Gove Airport,AU-NT,1.0,7244.0,192.0,AU,Nhulunbuy,-12.2693996429,136.817993164
2929,airport,airport,PLO,YPLC,Port Lincoln Airport,AU-SA,3.0,4918.0,36.0,AU,Port Lincoln,-34.6053009033,135.880004883
2930,airport,airport,EDR,YPMP,Pormpuraaw Airport,AU-QLD,1.0,4462.0,10.0,AU,Edward River,-14.8966999053955,141.608993530273
2931,airport,airport,ULP,YQLP,Quilpie Airport,AU-QLD,2.0,4898.0,655.0,AU,Quilpie,-26.6121997833252,144.253005981445
2932,airport,airport,SGO,YSGE,St George Airport,AU-QLD,1.0,4987.0,656.0,AU,St George,-28.0496997833252,148.595001220703
2933,airport,airport,WYA,YWHA,Whyalla Airport,AU-SA,2.0,5531.0,41.0,AU,Whyalla,-33.0588989257812,137.514007568359
2934,airport,airport,KBC,none,Birch Creek Airport,US-AK,1.0,4000.0,450.0,US,Birch Creek,66.2740020752,-145.824005127
2935,airport,airport,HDG,ZBHD,Handan Airport,CN-42,1.0,7218.0,229.0,CN,Handan,36.5258333333,114.425555556
2936,airport,airport,SHP,ZBSH,Shanhaiguan Airport,CN-13,1.0,8005.0,30.0,CN,Qinhuangdao,39.9681015015,119.731002808
2937,airport,airport,SJW,ZBSJ,Shijiazhuang Daguocun International Airport,CN-13,1.0,11155.0,233.0,CN,Shijiazhuang,38.2807006835938,114.696998596191
2938,airport,airport,HJJ,ZGCJ,Zhijiang Airport,CN-43,1.0,6562.0,882.0,CN,Huaihua,27.4411111111,109.7
2939,airport,airport,LLF,ZGLG,Lingling Airport,CN-43,1.0,8530.0,340.0,CN,Yongzhou,26.338661,111.610043
2940,airport,airport,WUZ,ZGWZ,Changzhoudao Airport,CN-45,1.0,5906.0,89.0,CN,Wuzhou,23.4566993713379,111.248001098633
2941,airport,airport,ENH,ZHES,Enshi Airport,CN-42,1.0,6890.0,1605.0,CN,Enshi,30.3202991486,109.48500061
2942,airport,airport,NNY,ZHNY,Nanyang Airport,CN-41,1.0,9186.0,407.0,CN,Nanyang,32.9808006286621,112.61499786377
2943,airport,airport,DNH,ZLDH,Dunhuang Airport,CN-62,1.0,9186.0,3697.0,CN,Dunhuang,40.1610984802246,94.809196472168
2944,airport,airport,GOQ,ZLGM,Golmud Airport,CN-63,1.0,15748.0,9337.0,CN,Golmud,36.4006004333496,94.7861022949219
2945,airport,airport,JGN,ZLJQ,Jiayuguan Airport,CN-62,1.0,9834.0,118.0,CN,Jiayuguan,39.8568992615,98.3414001465
2946,airport,airport,IQN,ZLQY,Qingyang Airport,CN-62,1.0,5791.0,4593.0,CN,Qingyang,35.7997016906738,107.602996826172
2947,airport,airport,GXH,ZLXH,Gannan Xiahe Airport,CN-62,1.0,10499.0,10510.0,CN,Xiahe,34.8105,102.6447
2948,airport,airport,BYN,ZMBH,Bayankhongor Airport,MN-069,2.0,9186.0,6085.0,MN,Bayankhongor,46.1632995605469,100.704002380371
2949,airport,airport,COQ,ZMCD,Choibalsan Airport,MN-061,1.0,8530.0,2457.0,MN,Choibalsan,48.1357002258301,114.646003723145
2950,airport,airport,ULZ,ZMDN,Donoi Airport,MN-057,1.0,10498.0,5800.0,MN,Uliastai,47.7093,96.5258
2951,airport,airport,DLZ,ZMDZ,Dalanzadgad Airport,MN-053,1.0,7545.0,4787.0,MN,Dalanzadgad,43.5917015075684,104.430000305176
2952,airport,airport,HVD,ZMKD,Khovd Airport,MN-043,3.0,9352.0,4898.0,MN,Khovd,47.9541015625,91.6281967163086
2953,airport,airport,MXV,ZMMN,Mörön Airport,MN-041,1.0,8005.0,4272.0,MN,Mörön,49.6632995605469,100.098999023438
2954,airport,airport,ULO,ZMUG,Ulaangom Airport,MN-046,1.0,6234.0,3068.0,MN,Ulaangom,49.973333,92.079722
2955,airport,airport,ULG,ZMUL,Olgii Mongolei Airport,MN-071,1.0,7874.0,5732.0,MN,Olgii,48.9933013916,89.9225006104
2956,airport,airport,DLU,ZPDL,Dali Airport,CN-53,1.0,8202.0,7050.0,CN,Xiaguan,25.6494007110596,100.319000244141
2957,airport,airport,DIG,ZPDQ,Diqing Airport,CN-53,1.0,11811.0,10761.0,CN,Shangri-La,27.7936000823975,99.6772003173828
2958,airport,airport,JHG,ZPJH,Xishuangbanna Gasa Airport,CN-53,1.0,7218.0,1815.0,CN,Jinghong,21.9738998413086,100.76000213623
2959,airport,airport,SYM,ZPSM,Simao Airport,CN-53,1.0,8104.0,4255.0,CN,Simao,22.7933006286621,100.958999633789
2960,airport,airport,ZAT,ZPZT,Zhaotong Airport,CN-53,1.0,8465.0,6300.0,CN,Zhaotong,27.3255996704102,103.754997253418
2961,airport,airport,JUZ,ZSJU,Quzhou Airport,CN-33,1.0,6234.0,220.0,CN,Quzhou,28.965799331665,118.899002075195
2962,airport,airport,LCX,ZSLD,Longyan Guanzhishan Airport,CN-35,1.0,7874.0,1225.0,CN,Longyan,25.6746997833,116.747001648
2963,airport,airport,NGQ,ZUAL,Ngari Gunsa Airport,CN-54,1.0,14764.0,14022.0,CN,Shiquanhe,32.1,80.0530555556
2964,airport,airport,AVA,ZUAS,Anshun Huangguoshu Airport,CN-U-A,1.0,9186.0,4812.0,CN,Anshun,26.2605555556,105.873333333
2965,airport,airport,BPX,ZUBD,Qamdo Bangda Airport,CN-54,1.0,18045.0,14219.0,CN,Bangda,30.5536003112793,97.1082992553711
2966,airport,airport,JZH,ZUJZ,Jiuzhai Huanglong Airport,CN-51,1.0,10499.0,11327.0,CN,Jiuzhaigou,32.8533333333,103.682222222
2967,airport,airport,MIG,ZUMY,Mianyang Airport,CN-51,1.0,4593.0,1690.0,CN,Mianyang,31.4281005859375,104.740997314453
2968,airport,airport,NAO,ZUNC,Nanchong Airport,CN-51,1.0,5906.0,1152.0,CN,Nanchong,30.79545,106.1626
2969,airport,airport,HZH,ZUNP,Liping Airport,CN-52,1.0,7218.0,1620.0,CN,Liping,26.32217,109.1499
2970,airport,airport,LZY,ZUNZ,Nyingchi Airport,CN-54,1.0,9843.0,9675.0,CN,Nyingchi,29.3033008575439,94.3352966308594
2971,airport,airport,TCZ,ZUTC,Tengchong Tuofeng Airport,CN-53,1.0,7710.0,6250.0,CN,Tengchong,24.9380555556,98.4858333333
2972,airport,airport,TEN,ZUTR,Tongren Fenghuang Airport,CN-52,1.0,6562.0,2300.0,CN,Tongren,27.883333,109.308889
2973,airport,airport,WXN,ZUWX,Wanxian Airport,CN-50,1.0,7874.0,1808.0,CN,Wanxian,30.8017,108.433
2974,airport,airport,XIC,ZUXC,Xichang Qingshan Airport,CN-51,1.0,11811.0,5112.0,CN,Xichang,27.9890995025635,102.18399810791
2975,airport,airport,YBP,ZUYB,Yibin Caiba Airport,CN-51,1.0,7054.0,924.0,CN,Yibin,28.8005555556,104.545
2976,airport,airport,ACX,ZUYI,Xingyi Airport,CN-52,1.0,7546.0,4150.0,CN,Xingyi,25.0863888889,104.959444444
2977,airport,airport,ZYI,ZUZY,Zunyi Xinzhou Airport,CN-52,1.0,5577.0,2920.0,CN,Zunyi,27.5895,107.0007
2978,airport,airport,AKU,ZWAK,Aksu Airport,CN-65,1.0,7874.0,3816.0,CN,Aksu,41.2625007629395,80.2917022705078
2979,airport,airport,HMI,ZWHM,Hami Airport,CN-65,1.0,7710.0,2703.0,CN,Hami,42.8414001465,93.6691970825
2980,airport,airport,PLX,UASS,Semipalatinsk Airport,KZ-VOS,1.0,10157.0,761.0,KZ,Semey,50.3512992858887,80.2343978881836
2981,airport,airport,YTY,UASS,Taizhou Airport,CN-32,1.0,7874.0,16.0,CN,Yangzho,32.5617,119.715
2982,airport,airport,GEL,SBNM,Santo Ângelo Airport,BR-RS,1.0,5331.0,1056.0,BR,Santo Ângelo,-28.2817001342773,-54.1691017150879
2983,airport,airport,TLJ,PATL,Tatalina LRRS Airport,US-AK,1.0,3800.0,964.0,US,Takotna,62.8944015503,-155.977005005
2984,airport,airport,IGG,PAIG,Igiugig Airport,US-AK,1.0,3000.0,90.0,US,Igiugig,59.3240013122559,-155.901992797852
2985,airport,airport,CKD,none,Crooked Creek Airport,US-AK,1.0,2029.0,178.0,US,Crooked Creek,61.8679008484,-158.134994507
2986,airport,airport,AHU,GMTA,Cherif Al Idrissi Airport,MA-HOC,1.0,8202.0,95.0,MA,Al Hoceima,35.1771011352539,-3.83951997756958
2987,airport,airport,RDV,none,Red Devil Airport,US-AK,1.0,4820.0,180.0,US,Red Devil,61.7881011963,-157.350006104
2988,airport,airport,OMD,FYOG,Oranjemund Airport,NA-KA,3.0,5252.0,14.0,,Oranjemund,-28.5846996307373,16.4466991424561
2989,airport,airport,TMR,DAAT,Aguenar – Hadj Bey Akhamok Airport,DZ-11,2.0,11811.0,4518.0,DZ,Tamanrasset,22.8115005493,5.45107984543
2990,airport,airport,YPL,CYPL,Pickle Lake Airport,CA-ON,1.0,4921.0,1267.0,CA,Pickle Lake,51.4463996887207,-90.2142028808594
2991,airport,airport,YLH,CYLH,Lansdowne House Airport,CA-ON,1.0,3500.0,834.0,CA,Lansdowne House,52.1955986022949,-87.934196472168
2992,airport,airport,KGG,GOTK,Kédougou Airport,SN-TC,1.0,5906.0,584.0,SN,Kédougou,12.5722999572754,-12.2202997207642
2993,airport,airport,SLQ,PASL,Sleetmute Airport,US-AK,1.0,3100.0,190.0,US,Sleetmute,61.7005004883,-157.166000366
2994,airport,airport,NUP,PPIT,Nunapitchuk Airport,US-AK,1.0,2420.0,12.0,US,Nunapitchuk,60.9057998657,-162.438995361
2995,airport,airport,MNT,none,Minto Al Wright Airport,US-AK,1.0,3400.0,499.0,US,Minto,65.143699646,-149.369995117
2996,airport,airport,IRC,PACR,Circle City /New/ Airport,US-AK,1.0,2979.0,613.0,US,Circle,65.83049774,-144.076004
2997,airport,airport,TNW,SEJD,Jumandy Airport,EC-N,1.0,8202.0,1234.0,EC,Tena,-1.0626,-77.5736
2998,airport,airport,KYK,PAKY,Karluk Airport,US-AK,1.0,2000.0,137.0,US,Karluk,57.5671005249,-154.449996948
2999,airport,airport,GMR,NTGJ,Totegegie Airport,PF-U-A,1.0,6562.0,7.0,PF,Mangareva,-23.0799007415771,-134.889999389648
3000,airport,airport,MKP,NTGM,Makemo Airport,PF-U-A,1.0,4920.0,3.0,PF,Makemo,-16.5839004516602,-143.658004760742
3001,airport,airport,GNM,SNGI,Guanambi Airport,BR-BA,1.0,5577.0,1815.0,BR,Guanambi,-14.2082004547119,-42.7461013793945
3002,airport,airport,KKR,NTGK,Kaukura Airport,PF-U-A,1.0,3543.0,11.0,PF,Kaukura Atoll,-15.6632995605469,-146.884994506836
3003,airport,airport,UGB,none,Ugashik Bay Airport,US-AK,1.0,5280.0,132.0,US,Pilot Point,57.4253997803,-157.740005493
3004,airport,airport,MYU,PAMY,Mekoryuk Airport,US-AK,1.0,3070.0,48.0,US,Mekoryuk,60.3713989257812,-166.27099609375
3005,airport,airport,TNK,none,Tununak Airport,US-AK,1.0,3300.0,14.0,US,Tununak,60.5755004882812,-165.272003173828
3006,airport,airport,NME,PAGT,Nightmute Airport,US-AK,1.0,1600.0,4.0,US,Nightmute,60.4710006713867,-164.70100402832
3007,airport,airport,PTU,PAPM,Platinum Airport,US-AK,2.0,3304.0,15.0,US,Platinum,59.0113983154297,-161.820007324219
3008,airport,airport,RSH,PARS,Russian Mission Airport,US-AK,2.0,3600.0,51.0,US,Russian Mission,61.7788848876953,-161.319458007812
3009,airport,airport,PQS,none,Pilot Station Airport,US-AK,1.0,2540.0,305.0,US,Pilot Station,61.9346008300781,-162.899993896484
3010,airport,airport,KHZ,NTKA,Kauehi Airport,PF-U-A,1.0,3937.0,13.0,PF,Kauehi,-15.7807998657227,-145.123992919922
3011,airport,airport,PKA,PAPK,Napaskiak Airport,US-AK,2.0,15000.0,24.0,US,Napaskiak,60.70289993,-161.7779999
3012,airport,airport,EGX,PAII,Egegik Airport,US-AK,2.0,5600.0,92.0,US,Egegik,58.1855010986,-157.375
3013,airport,airport,WWT,PAEW,Newtok Airport,US-AK,1.0,2202.0,25.0,US,Newtok,60.9390983581543,-164.641006469727
3014,airport,airport,PTH,PAPH,Port Heiden Airport,US-AK,2.0,5000.0,95.0,US,Port Heiden,56.959098815918,-158.632995605469
3015,airport,airport,KXU,NTKT,Katiu Airport,PF-U-A,1.0,3871.0,7.0,PF,Katiu,-16.3393993378,-144.402999878
3016,airport,airport,YZS,CYZS,Coral Harbour Airport,CA-NU,1.0,5000.0,210.0,CA,Coral Harbour,64.1932983398,-83.3593978882
3017,airport,airport,RKV,BIRK,Reykjavik Airport,IS-1,3.0,5141.0,48.0,IS,Reykjavik,64.1299972534,-21.9405994415
3018,airport,airport,LEQ,EGHC,Land's End Airport,GB-ENG,4.0,2598.0,401.0,UK,Land's End,50.1027984619141,-5.67055988311768
3019,airport,airport,UST,KSGJ,Northeast Florida Regional Airport,US-FL,3.0,8002.0,9.0,US,St Augustine,29.9591999053955,-81.3397979736328
3020,airport,airport,YIC,ZSYC,Mingyueshan Airport,CN-36,1.0,7874.0,430.0,CN,Yichun,27.802222,114.306111
3021,airport,airport,WNH,ZPWS,Wenshan Puzhehei Airport,CN-53,1.0,7874.0,1590.0,CN,Wenshan,23.558056,104.325278
3022,airport,airport,NER,UELL,Chulman Neryungri Airport,RU-SA,1.0,11811.0,2811.0,RU,Chulman,56.9138984680176,124.914001464844
3023,airport,airport,NZH,ZBMZ,Manzhouli Xijiao Airport,CN-15,1.0,9252.0,2231.0,CN,Manzhouli,49.566667,117.329444
3024,airport,airport,RLK,ZBYZ,Bayannur Tianjitai Airport,CN-15,1.0,8530.0,3389.0,CN,Bayannur,40.926389,107.738889
3025,airport,airport,IWK,RJOI,Iwakuni Marine Corps Air Station,JP-35,2.0,8000.0,7.0,JP,Iwakuni,34.1439018249512,132.235992431641
3026,airport,airport,TCR,VO80,Tuticorin Southwest Airport,IN-TN,1.0,4434.0,129.0,IN,Thoothukudi,8.72424030303955,78.0258026123047
3027,airport,airport,SZE,HASM,Semera Airport,ET-AF,1.0,7218.0,1436.0,ET,Semera,11.7875,40.991389
3028,airport,airport,LMA,PAMH,Minchumina Airport,US-AK,1.0,4184.0,681.0,US,Minchumina,63.8860015869141,-152.302001953125
3029,airport,airport,KZR,LTBZ,Zafer Airport,TR-43,1.0,9843.0,3322.0,TR,Kutahya,39.111456,30.130217
3030,airport,airport,NOP,LTCM,Sinop Airport,TR-57,1.0,5420.0,3524.0,TR,Sinop,42.0158004760742,35.0663986206055
3031,airport,airport,OSM,ORBM,Mosul International Airport,IQ-NI,1.0,8694.0,719.0,IQ,Mosul,36.3058013916016,43.1473999023438
3032,airport,airport,THD,VVTX,Tho Xuan Airport,VN-21,1.0,10499.0,73.0,VN,Tho Xuan,19.9025,105.469167
3033,airport,airport,LLB,ZULB,Libo Airport,CN-52,1.0,7546.0,2707.0,CN,Libo County,25.450833,107.962222
3034,airport,airport,DCY,ZUDC,Daocheng Yading Airport,CN-51,1.0,13780.0,14472.0,CN,Daocheng,29.323056,100.053333
3035,airport,airport,KGT,ZUDC,Kangding Airport,CN-51,1.0,13123.0,14042.0,CN,Kangding,30.142778,101.738611
3036,airport,airport,RVE,SKSA,Los Colonizadores Airport,CO-ARA,1.0,3937.0,698.0,CO,Saravena,6.951667,-71.856943
3037,airport,airport,VGZ,SKVG,Villa Garzón Airport,CO-PUT,1.0,4320.0,1248.0,CO,Villa Garzón,0.978767,-76.605557
3038,airport,airport,DRV,VRMD,Dharavandhoo Airport,MV-20,1.0,3937.0,6.0,MV,Dharavandhoo Island,5.158,73.131
3039,airport,airport,OLL,FCOD,Oyo Ollombo International Airport,CG-,2.0,10827.0,1073.0,CG,Oyo,-1.221499,15.913583
3040,airport,airport,YFA,CYFA,Fort Albany Airport,CA-ON,1.0,3500.0,48.0,CA,Fort Albany,52.2014007568359,-81.6968994140625
3041,airport,airport,HTN,ZWTN,Hotan Airport,CN-65,1.0,10499.0,4672.0,CN,Hotan,37.038501739502,79.8648986816406
3042,airport,airport,WMX,WAJW,Wamena Airport,ID-PA,1.0,5436.0,5085.0,ID,Wamena-Papua Island,-4.10250997543335,138.957000732422
3043,airport,airport,MGZ,VYME,Myeik Airport,MM-05,1.0,8795.0,75.0,MM,Mkeik,12.4398002624512,98.6214981079102
3044,airport,airport,TGP,UNIP,Podkamennaya Tunguska Airport,RU-KYA,1.0,5597.0,214.0,RU,Bor,61.5896987915039,89.9940032958984
3045,airport,airport,SUK,UEBS,Sakkyryr Airport,RU-SA,1.0,6562.0,1642.0,RU,Batagay-Alyta,67.792222,130.3925
3046,airport,airport,OGD,KOGD,Ogden Hinckley Airport,US-UT,3.0,8103.0,4472.0,US,Ogden,41.1958999633789,-112.012001037598
3047,airport,airport,JOL,RPMJ,Jolo Airport,PH-SLU,1.0,4144.0,118.0,PH,Jolo,6.05366992950439,121.011001586914
3048,airport,airport,KAW,VYKT,Kawthoung Airport,MM-05,1.0,6000.0,180.0,MM,Kawthoung,10.0493001937866,98.5380020141602
3049,airport,airport,ZKE,CZKE,Kashechewan Airport,CA-ON,1.0,3500.0,35.0,CA,Kashechewan,52.2825012207031,-81.6778030395508
3050,airport,airport,YAT,CYAT,Attawapiskat Airport,CA-ON,1.0,3495.0,30.0,CA,Attawapiskat,52.9275016784668,-82.4319000244141
3051,airport,airport,KUS,BGKK,Kulusuk Airport,GL-SM,1.0,3934.0,117.0,GL,Kulusuk,65.573600769,-37.1236000061
3052,airport,airport,IFJ,BIIS,Ísafjörður Airport,IS-4,1.0,4593.0,8.0,IS,Ísafjörður,66.0580978393555,-23.1352996826172
3053,airport,airport,EGS,BIEG,Egilsstaðir Airport,IS-7,1.0,6562.0,76.0,IS,Egilsstaðir,65.2833023071289,-14.4013996124268
3054,airport,airport,AEY,BIAR,Akureyri Airport,IS-6,1.0,6365.0,6.0,IS,Akureyri,65.6600036621094,-18.0727005004883
3055,airport,airport,YCS,CYCS,Chesterfield Inlet Airport,CA-NU,1.0,3600.0,32.0,CA,Chesterfield Inlet,63.3469009399,-90.7311019897
3056,airport,airport,YUT,CYUT,Repulse Bay Airport,CA-NU,1.0,3400.0,80.0,CA,Repulse Bay,66.5214004517,-86.2247009277
3057,airport,airport,ELG,DAUE,El Golea Airport,DZ-47,2.0,9843.0,1306.0,DZ,El Golea,30.5713005065918,2.85959005355835
3058,airport,airport,LTI,ZMAT,Altai Airport,MN-065,1.0,7513.0,7260.0,MN,Altai,46.3763999938965,96.2210998535156
3059,airport,airport,ZQZ,ZBZJ,Zhangjiakou Ningyuan Airport,CN-13,1.0,8202.0,2347.0,CN,Zhangjiakou,40.7386016846,114.930000305
3060,airport,airport,CMA,YCMU,Cunnamulla Airport,AU-QLD,2.0,5686.0,630.0,AU,Cunnamulla,-28.0300006866455,145.621994018555
3061,airport,airport,XTG,YTGM,Thargomindah Airport,AU-QLD,2.0,4800.0,433.0,AU,Thargomindah,-27.986400604248,143.811004638672
3062,airport,airport,AAT,ZWAT,Altay Air Base,CN-65,1.0,5741.0,2491.0,CN,Altay,47.7498855591,88.0858078003
3063,airport,airport,ABS,HEBL,Abu Simbel Airport,EG-ASN,1.0,9843.0,616.0,EG,Abu Simbel,22.3759994507,31.611700058
3064,airport,airport,ACR,SKAC,Araracuara Airport,CO-CAQ,1.0,4199.0,1250.0,CO,Araracuara,-0.5833,-72.4083
3065,airport,airport,AFZ,OIMS,Sabzevar National Airport,IR-30,1.0,10428.0,3010.0,IR,Sabzevar,36.168098449707,57.5951995849609
3066,airport,airport,AKI,PFAK,Akiak Airport,US-AK,1.0,3196.0,30.0,US,Akiak,60.9029006958,-161.231002808
3067,airport,airport,AKV,CYKO,Akulivik Airport,CA-QC,1.0,3510.0,75.0,CA,Akulivik,60.8185997009277,-78.1485977172852
3068,airport,airport,ANG,LFBU,Angoulême-Brie-Champniers Airport,FR-T,1.0,5938.0,436.0,FR,Angoulême/Brie/Champniers,45.7291984558105,0.221456006169319
3069,airport,airport,ANV,PANV,Anvik Airport,US-AK,1.0,2960.0,291.0,US,Anvik,62.64670181,-160.1909943
3070,airport,airport,ASV,HKAM,Amboseli Airport,KE-700,1.0,3871.0,3755.0,KE,Amboseli National Park,-2.64505004882812,37.253101348877
3071,airport,airport,AUK,PAUK,Alakanuk Airport,US-AK,1.0,2200.0,10.0,US,Alakanuk,62.6800422668,-164.659927368
3072,airport,airport,AUY,NVVA,Aneityum Airport,VU-TAE,1.0,2001.0,7.0,VU,Anatom Island,-20.2492008209,169.770996094
